,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Purple Potato & Taro Milk 紫薯香芋鲜奶,-0.00213379,-0.005777891,0.0004740265,-0.0007880019,5.067615e-05,0.004147834,0.0011415059,0.00018243204,-0.003676081,-0.0009763576,-0.0026844053,-0.0014506482,-0.0044398084,0.0021116468,0.00024096892,-0.0011229495,-0.0019709966,-0.0018382419,-0.0036867852,-0.0041627884,0.0026744492,-0.0010396935,-0.0011638991,-0.00076084275,0.002089827,0.0032875515,-0.0019371625,-0.0009849878,-0.00023494754,-0.0018582254,-0.0012095536,0.0033623956,-0.0009863605,-0.0024167409,0.0017185245,0.0023634923,0.0016575275,-0.004075391,-0.0018637258,-0.0017094271,-0.003499647,0.0006050232,-0.0004960808,-0.00031107973,0.0047998643,0.0020416244,-0.0059430255,-3.062892e-05,0.00028020312,-0.000767773,0.0013725181,-0.00063234294,0.003860481,0.00065177464,-7.788311e-05,0.002702785,-0.00046531475,0.0025866325,-0.0024823027,-0.00078578386,0.0017692267,-0.0008533547,0.0034012564,0.0033522893,-0.0015415555,0.0007856585,-0.0045656664,0.002907612,0.0012917866,0.0019306462,0.00037757866,0.005649505,-0.0021721856,-0.0018767273,-0.0018979546,-0.004492705,0.0012558794,-0.0025346235,0.0010104801,0.0012727914,0.0002576034,-0.0039943485,-0.003159171,0.00083882455,-0.004635253,7.261634e-05,-0.0018715352,0.0018188108,-0.0010421814,-0.002566864,0.0014262379,0.0022975598,0.0032664586,6.651329e-05,0.004529858,0.0055073085,-0.0020176857,0.00040607518,-0.0033529452,0.0016460705
Purple Rice & Taro Milk 紫米芋泥鲜奶,-0.004193022,-0.0060769366,0.0006420569,0.00029570796,0.0023772768,0.0021417318,0.0013968659,0.0019804991,-0.0048446874,-0.0018644982,-0.0027893253,0.0005278608,-0.0049127094,0.005178732,-0.002520656,-0.0023288284,-0.0043092305,-0.0042970506,-0.0038624697,-0.004958387,0.0029110452,-0.00094886153,-4.3677726e-05,0.0029870523,0.0028837642,0.004408901,-0.0019197561,0.00038478625,-0.0013608609,0.0018563818,0.00033939342,0.00076796004,-0.0020596066,-0.0011279285,0.0043347143,0.0012020445,0.0031129278,-0.0029024805,-0.0015923254,-0.0029190734,0.0001017103,-0.0020782012,-0.0017918225,0.006323603,0.0026492334,-0.0014514952,-0.005173941,0.0001736945,0.00044327546,-0.002111157,0.0017937295,-0.00055415754,0.0026251576,-0.0021963571,-0.00056273735,0.0016941552,-0.003609696,-0.0019524444,-0.0011485561,-0.0026599928,0.0018497538,-0.00053793594,0.0012184901,0.002497132,-0.0026704175,-0.0005396883,-0.00057435606,0.0037597814,-0.0017109759,0.0041244305,-0.002731384,0.0050391518,-0.001913052,-0.00047673928,-0.0019308685,-0.0029553217,0.0023453278,0.0017322497,0.0032559447,0.00030229968,-0.0022138262,-0.0017885827,-0.0009989063,-0.00016796596,-0.0024433206,0.00083484704,0.0011324238,0.0018774435,-0.00053227803,-0.003447038,0.0018262953,0.0033203992,0.0013650313,-0.00010351753,0.0030793133,0.0012103207,0.00046527805,0.0011411642,-0.003234764,-0.0018257188
R1. Pad Thai Fried Rice (Choice of protein),-0.0006249143,-0.0034795625,0.001240271,-0.0012407069,0.00042815102,0.0005175828,-0.0012083112,0.002726492,-0.0014086682,-0.0003301323,-0.00042605872,-0.0004956877,-0.0001655638,0.00064941443,-0.0022356524,-0.0022085183,-0.00027499974,0.001144545,0.0014155526,-0.0011598074,-0.00062457204,0.0003673335,0.0011396174,-0.00038763354,0.0011391834,0.00035852255,0.0004661652,0.0042408626,-0.0037830505,0.00070977025,0.0043426794,-0.0011676679,0.00054109626,-0.003812087,-0.00072371884,-0.0053188163,-0.0009302475,-0.0008491205,-0.0010670925,-0.0017326296,-0.0011813287,0.00048089906,-0.0014641301,0.00041318612,0.0011227679,0.001132616,0.0022521461,-0.0012848526,0.0005734523,0.00017509065,0.0033328044,0.0032300358,-0.0003012713,-0.0039098463,0.00024737976,-0.0025356417,-0.0053799152,-0.0026451608,1.4280268e-05,-0.0024593994,-0.0039420803,-0.0016596633,0.0032514173,-0.00027548315,-0.0033401302,0.0006461813,0.0038627214,-0.0011494361,-0.0035834655,0.001374022,-0.0017258833,0.0019649037,0.00012334257,-0.0008653992,0.0016819414,0.0021424727,0.0019665458,-0.0014666204,2.1970432e-05,0.0021833708,-0.0037086252,-0.00058338686,-0.0042275074,0.0038858627,-0.0035152999,-0.004166226,-0.00027512686,0.00028650044,0.0013313359,7.1391594e-05,-0.0012218577,0.00218582,0.0022538998,-0.0034223075,0.0008598674,-0.0009082886,0.0010036394,0.0046274634,0.005584772,-0.0003468312
Red Bean Fall Tofu Pudding 秋日红豆小丸子豆花,-0.0031417115,-0.0019700571,0.00078402035,0.0021486857,0.0019776633,0.00029804689,-0.00080984173,-0.0043555424,0.0015467721,0.0006590535,0.0015387163,-0.0036530972,0.003418252,-0.0014265236,-0.003151988,-0.004169267,0.0009891591,-0.002304998,0.0007265817,0.0008063856,0.00039489722,0.0016895243,0.003997347,0.001029953,-0.00021037548,-0.00073847355,-0.0037536107,0.004411559,0.0009008581,0.0011615432,0.0026637588,0.0008713847,0.0020834864,-0.00016930304,-0.0019905518,-0.0017423412,-0.004211159,-0.0012554787,-0.001226348,-0.0009332229,-0.0007965937,-0.0011984416,-0.00018982352,9.371437e-05,-0.0012149421,0.00023410097,-0.0042486372,0.0010924821,0.0053371117,-0.00011348794,0.003665821,-0.0018228422,0.0038129983,-0.0033253543,-0.00070720137,0.0019203984,-0.002104674,0.00092474325,-0.0013112966,0.0016457099,0.0031282974,-0.0019554961,-0.0005695802,-0.0022294326,-0.0026194751,-0.0008442928,-0.0010758749,-0.00086733786,0.00046392102,0.0016827901,0.0005135982,0.004077409,0.0033633707,0.00042755666,0.00038847807,-0.002913586,-0.0018849904,-0.0019138645,-0.00044331746,0.0019161102,0.00062671426,7.8538746e-05,-0.002490577,-0.0026148402,0.0018906844,-0.00092920795,-0.002780534,-0.000598036,0.0050746356,0.00427642,0.0027681787,-0.00121495,0.0004555406,-0.0061374404,0.0025489512,-0.00085257547,-0.00094576157,-0.0005801202,-0.0010654998,-0.0038015265
Rice Bowls ,-0.008593826,-0.004003584,-0.0006754757,0.003780268,-0.001715595,0.004779572,0.0049455157,-0.001848923,-0.00430132,0.006623096,-0.005166913,0.0056245346,-0.0077050393,-9.270699e-05,0.00018059509,0.000962941,-8.754467e-05,0.0030839387,0.005504722,0.00097389193,0.004084604,-0.0001781038,0.005913643,0.0011396627,0.0021175425,-0.00015884603,-0.0008235816,0.0071052397,-0.0010039136,-0.0017722241,0.005853107,-0.0023292135,-0.0027604282,-0.0009951754,0.0037815333,-0.007999472,0.0019126079,0.0056775943,0.0008978584,-0.002583933,0.00092773186,-0.0043927804,-0.0055930004,0.008135527,0.0006892674,-0.00843274,0.003911562,0.002982392,0.0051426217,-0.0076015824,0.0062504085,0.0035240492,0.00458065,-0.0034593153,-0.0018202061,-0.004248154,-0.0026406,-0.0008264519,-0.0004651609,-0.0019684378,0.0026988233,-0.0061743595,0.0031640874,-0.0029375234,0.0017370958,-0.0014446031,0.0032095835,0.003923936,-0.003817693,0.0028136007,-6.243284e-05,0.0029843114,-0.005283822,-0.00020026043,0.0026295013,-0.00047335005,-0.0035233977,0.007153966,0.00214259,-0.0034682015,-0.0044354163,4.3622917e-05,-0.0007044702,-3.3832854e-05,0.00074245105,-0.008098559,0.007685948,-0.0007901228,-0.0032780333,-0.00620263,-0.001754807,8.470984e-05,0.0012334493,-0.006348337,0.0045117405,-0.0049305917,0.0030659772,-0.0017676698,0.0037812367,0.003782509
Salmon Oshi - 6pc,-0.0035338067,-0.0059541888,-0.0019929276,-0.005205251,-0.0007859555,-0.0041426863,0.0012231199,0.0012158533,-0.0009786459,-0.0063344017,0.0023775366,-0.0005827485,-0.0015967997,2.3055589e-05,-0.00028069667,0.0064759743,-0.0008695107,0.004398853,-0.0031654406,-0.0018217951,-0.007383128,-0.001464384,-0.005182221,-0.0005649289,-0.0049669277,-0.001964723,-0.00028440324,-0.0026309954,0.0012969273,-0.006807681,0.0039348877,0.00553619,0.005129986,-0.0006384713,0.0001749106,-0.004335288,0.006301204,-0.0066347383,-0.00067246956,0.00451693,0.0012481307,0.0008079998,-0.0018481152,-0.0026927881,0.005231891,-0.0056725224,0.005965207,0.0039383816,0.0030780432,-1.1555773e-05,0.0049526207,0.00016868456,0.0013043691,0.0027845874,0.0023840272,0.0011694509,0.005862555,0.0020597698,0.004217883,0.006992379,0.001530042,0.0007955016,0.004390382,0.00069885486,-0.003748265,-0.00136449,-0.0061197174,-0.00074915355,0.0036737698,0.0039313077,-0.00028059058,-0.008372047,0.0023182782,0.0003693359,-9.943653e-05,6.366428e-05,0.0024448112,-0.00022900105,-0.0044299173,0.0033714818,-0.0009488507,0.0045189834,0.0028581228,0.0026263793,0.005057752,0.0047720927,-0.001010686,0.004680484,0.0017137068,0.007170204,0.0034345055,0.0020158924,0.00049873395,0.0041247313,0.0032669113,-0.0014183015,0.00038651968,-0.0061323866,0.0028041734,-0.0008326005
Salted Salmon Bento (feeds 1-2),-0.0020049955,0.0019441979,-0.0025858586,-0.0024190855,0.0015971238,-0.0018805027,-0.0020066965,0.0025929064,-0.003327706,-0.0017754114,-3.0390918e-05,-0.0039155204,-0.0021591345,0.00028757087,-0.0006562723,-0.00075805525,0.0014452891,-0.00081919436,0.0015995272,-0.004414068,-0.004203645,-0.00061195996,0.0029604172,-0.0012271011,-0.002637846,-0.005089811,-0.003236353,-0.0037042124,-0.0027259218,-0.0018032843,0.0038292964,-0.0010737791,-0.001981034,-0.004548836,0.0020110211,0.0012335835,-0.0004651848,-0.002045273,0.00038164994,-0.0040041227,7.8001874e-05,0.003741868,-0.0036462317,0.0021636677,0.0016284422,-0.0018700145,-0.00076753134,0.0028839277,9.359105e-05,0.0009320488,0.0022614612,-0.0021701814,0.0032399786,0.00421616,0.0012263715,0.0005848185,0.0035399692,-0.0036755137,-0.0043141125,-0.0032697897,-0.00090463134,0.0020458482,-0.00042367936,-0.00028641004,0.0027251085,-0.0016420675,-0.0038999324,-0.001354831,0.00065257103,-0.0054256218,0.0022383654,0.00027444446,0.007826574,0.0037980226,-0.0011610348,-0.00074250076,0.00037559718,-0.0043983096,0.00044606172,0.00046586897,0.00060285896,0.0006283894,-0.00029803184,-0.0026111612,0.0026161745,0.0021771067,-0.0016706588,0.0049396763,0.0004834414,0.0033112378,0.0031278543,0.002439148,-0.005598797,0.0015398045,0.0059081865,0.002727215,-0.0030585725,-0.0027404835,0.00011138967,-0.0016177709
Samosa Pav,-0.0020105,-0.0041353595,0.00933009,0.0012931356,0.0007753612,-0.007823092,0.0046139406,-0.0077847918,-0.008099473,-0.007048034,-0.009436605,-0.0016757319,-0.0076228688,-0.0026423724,-0.0008115466,-0.006410815,0.00044472655,-0.0015173238,-0.009306515,0.004662407,-0.0029660885,-0.0008063582,-0.0054832455,-0.00084471935,-0.00518534,-0.0031560794,-0.004353517,-0.0032030377,-0.0009580483,-0.0037542349,0.006697721,0.0018940924,0.0047626705,-0.000981956,-0.0004594454,-4.183402e-05,0.00572474,-0.00047337846,0.0016080611,-0.0034306373,0.0065767597,-0.0039023813,-0.0024678505,0.0023608524,0.005022847,0.0021637361,0.004062929,0.002564854,0.004244147,-0.0017453464,-0.0008566342,-0.0035922895,0.002094489,-0.007256215,0.00015325542,0.001032093,0.0038413918,-0.00395352,0.002382154,0.0030785743,-0.0015408951,0.002290292,0.0058831633,-0.005891968,-0.0032815817,0.002458044,-0.0051222485,-0.003181451,-0.005027725,-0.005186558,0.0017173543,0.0061967075,-0.003239696,0.0016669845,0.0036362733,0.0034427098,0.0002805579,-0.0040801335,-0.0040506213,0.0015893165,-0.000118418946,0.0060780533,-0.0001699659,0.007052567,0.0002349671,0.0011571866,-0.0035740403,-0.0035772272,-0.002072813,0.0046775113,-0.0011488087,-0.0018989459,0.001012824,-1.672702e-05,0.0003362738,0.00692416,-0.003815687,0.0039822534,0.0007966857,0.007820796
San Pellegrino 500ml,0.0015796459,0.0014191824,0.00068480126,-0.0054303096,0.003882102,-0.0047750883,-0.0033515852,-0.000491677,0.0063634813,-0.004032324,0.004976599,-0.0021920917,0.00031200642,3.3846125e-05,-0.0022197661,-0.00032136976,0.0006987159,-0.00050114334,0.0043411274,-0.00069052627,0.0024148177,0.0013927902,-0.00018928577,0.00085158733,0.0033849117,-0.0017027371,-0.0020246082,-0.0042902483,0.0055820397,-0.0051004463,-0.0032455253,0.0044203005,0.0018949825,0.004311448,-0.0041882154,-0.0037338175,-0.0029237822,0.0037378187,-0.0042049377,0.0029971532,-0.0015468029,-0.001281008,0.0038167953,-0.0015913844,0.00094219716,0.0019350253,-0.0054278574,0.0011792629,-0.0013245102,-0.0015175776,0.00649091,0.0024622262,0.0028404326,0.0010377081,-0.0014697992,-0.0048896815,0.007380647,0.0019119051,0.00011712631,0.0013186932,-0.0009277126,-0.0051328936,-0.0021411618,0.004512752,-0.0040517556,0.0017130299,-0.0022492798,0.0011397093,8.919156e-05,-0.0070591853,-0.0047728517,-0.006357864,0.004172445,-0.00045069246,-0.0061317957,-0.00046580177,0.0024041987,0.0059991344,-0.00297847,0.0010388839,0.0015020937,-0.0006087405,0.0011784547,-0.0018741692,-0.002338054,0.00057045504,0.0007398215,0.0005673983,-0.0029181105,-0.005398374,-0.0017274088,0.001871069,0.0031305652,0.0012389846,0.0023017372,-0.0071759783,-0.0017999014,0.0034052709,0.0031951626,-2.2172617e-05
Sandwich,-0.0064769634,0.007320793,0.006096419,-0.004950906,-0.0017767099,-0.0026192162,0.0031549674,-0.0003895479,-0.0027844375,-0.0090567535,0.0064496757,-0.009640309,-0.008699238,0.0013816522,0.0029940556,2.1129605e-05,0.0003578328,0.0025367134,0.0018057716,0.007495993,-0.003401296,-0.007217175,-0.007861854,0.007864296,0.0018842166,-0.0057837735,0.0063807643,0.008371806,0.00790131,-0.006849432,-0.0050926744,-0.0020067915,-0.0065958737,0.0047297995,0.0056508607,-0.005886739,0.0072216513,-0.007662579,0.0061530476,-0.004707467,0.0019863101,-0.0033143153,0.0033920158,0.007726432,-0.0013503702,-0.0050200657,-0.008608068,0.0036170983,0.004267005,0.006704819,-0.0042631323,-0.009799815,0.006798571,-0.004564222,0.0043720733,0.008110978,-0.0038815583,0.0016177768,-0.0035919938,-0.006565654,-0.005671655,-0.00015354215,-0.007492837,-0.0019880936,-0.00256446,0.006763075,0.0013466687,0.005873794,0.0037518037,-0.0034471406,-0.0051507284,0.009686642,0.0070876586,-0.00901159,0.0053089033,0.008225784,0.009195392,-0.008075959,-0.002112575,0.0011187665,0.0028863016,-0.0015762172,-0.004728629,0.006580386,0.006906272,-0.00036241542,-0.005809203,-0.0043303645,-0.005101686,0.0042504375,0.0005971396,-0.0023247092,-0.009105895,-0.001508434,0.006469502,0.0063332347,0.0042639133,-0.0029185489,0.009043081,0.00057267543
Scallion Beef Slices Bento(蔥爆牛肉便當),-0.004981822,-0.0036543205,-0.0022930496,0.00043596615,-0.00078219426,-0.0009777254,0.002492468,0.001054788,0.0013675243,-0.0015989945,0.0002639425,0.0002535749,-0.005763917,-0.0066495836,-0.002727581,-0.0021495665,-0.0023184004,-0.0013110221,-0.0005788985,-0.0007107564,-0.0019179385,-0.003864271,0.00066270574,-0.0014276135,-0.0017800924,-0.0066033257,0.0035700637,-0.0018836505,-0.0038653188,-0.0012349815,0.002072772,-0.005024919,0.0019674222,-0.0029783281,0.005819648,-0.00012210845,-0.00053951546,-0.0031602427,0.0031442747,-0.0026381281,0.005783335,-0.0018787164,-0.0018805113,-0.0017258622,0.0027310224,-0.0028727767,0.0016191117,0.004227056,0.0010076573,0.0010895903,0.0009779066,-0.002829786,-0.001757375,0.00023226347,-0.0051413667,0.0048541194,0.0034353565,-0.0047459295,-0.0015948765,-0.0030651907,-0.0011813024,-0.003942327,0.0026984767,0.0022873175,0.0008186372,0.005505369,-0.00011608228,-0.00010756143,-0.003872022,-0.0015393414,-0.001956293,0.00415172,0.002380891,0.004056367,-0.00060745154,0.0025709306,-0.0016673494,2.9373913e-07,-0.00083179836,0.00026139262,0.0018700622,-0.0018110743,-0.0018084949,-0.0020568753,0.0023055493,0.00038040467,-0.0007345664,0.0038319752,-0.0014736599,-0.0009290542,-0.00080594234,-0.000532861,-0.0036636863,0.0007150068,0.002060058,0.001641503,-0.0024256434,-0.0020297668,0.0009028291,-0.003822998
Scallop,0.006086413,-0.00059236167,0.002309693,-0.007691573,0.005733999,-0.005688131,0.0057587493,0.00042727112,0.002371198,-0.002579707,-0.0095452145,-0.0040075947,-0.009831825,-0.00038819909,-0.0012812555,0.0074432194,-0.0025857748,-0.005700748,-0.009057001,0.002652098,-0.003779236,-0.0039397967,-0.00075241685,-0.009400707,0.0013265276,-0.00049321534,-0.005806482,0.0044008777,0.0040776874,0.009560611,0.008844012,0.009593426,-0.008616762,0.0004578817,-0.009842247,-8.835793e-06,-0.0010697186,0.00893345,0.004736234,-0.009007649,-0.004368279,-0.004300859,0.0031449306,-0.004910885,-0.0013709152,-0.008650009,0.00710984,-0.0031270862,0.0035998821,-0.005378814,0.004268459,-0.00018115282,0.0062260344,0.0027796878,0.0094269905,0.006688355,0.008643656,0.00915805,0.009570275,0.0056219604,0.005099802,0.00537213,-0.0049623395,-0.002959423,-0.00034847736,0.0040902914,-0.005773891,-0.0051594162,-0.0043672156,0.009652887,0.005426863,0.0047437097,0.0052374518,-0.00069190265,0.0054191984,-0.009188725,0.002190157,-0.002379855,0.004252329,0.0054239403,0.0030287837,0.0078142425,8.745193e-05,-0.007388147,-0.0073619424,-0.0048520993,0.0051639187,-0.005557129,0.007440865,0.0058681727,0.0007943785,-0.0007869184,-0.0044439863,0.006931864,-0.0072165956,0.004910425,-0.0027623998,0.0015336942,-0.0020241665,0.0016244864
Side dish of Taiwanese Pork Meat Sauce (台式滷肉小份),0.005124199,-0.002326219,-0.0036308737,0.0016640641,-0.0037263483,-0.0024142074,-0.0021004893,0.0043988205,-0.0021866995,-0.0013737472,0.0013438606,0.0051415097,-0.0025491258,0.0024142466,-0.0013213989,0.00030454923,0.0017562357,-0.00048227212,-0.00064222876,-0.0031934523,0.0007873944,0.00023204793,0.00022903504,-0.00078015693,0.00073866063,-0.0008449212,-0.0017549308,0.0007841473,-0.00068923243,0.0024740314,0.0019944299,-9.49651e-05,0.0017837563,-0.001845135,0.00029042864,0.0015370209,-0.0020871523,-0.0028453113,0.00053660286,-0.003793527,0.00094327534,-0.0037443968,0.0015304401,-0.0018042874,0.0012059762,-0.0019243951,-0.0010819905,-0.0027272408,0.0032410135,-0.00069113896,-0.0011438043,-0.0032930523,-0.0026127517,-0.00305038,-0.00021253014,-0.0009057431,-6.9760834e-05,-5.593509e-05,-0.0027414404,0.0008032877,0.0004914736,-0.00014954578,0.0009163966,-0.0009355616,-0.0014077623,0.0024491008,-0.0011080925,-0.0010517597,-0.006656402,0.0016575535,-0.0018418392,0.0017318071,-0.0001231815,0.00029869887,0.0006034294,-0.0018941876,0.00047739944,-0.0012728194,-0.0020865395,0.0010391065,0.0051880917,0.00020760263,-0.0052673616,0.0028229118,-0.0003257517,-0.00083596935,0.0031913663,0.00055769936,-0.00032584651,0.0033313711,-0.0028673043,-0.00086627924,0.0026939148,-0.0011886202,-0.000774438,-0.0011788347,0.0007116819,-0.0001695404,0.0022645257,-0.002294419
Small Chewy Ball,-0.0034224726,0.0047984975,-0.0045063975,-0.0013401749,-0.0016382682,2.824841e-05,0.0009578749,-0.0047675855,0.0011924948,0.00324669,-0.0037886072,-0.0015467912,-0.00044593556,0.0021953743,-0.0024439564,0.0021098594,0.0061598476,0.0006437865,-0.0006110787,-0.0049795723,0.0076495125,0.0040016295,0.0017949041,0.0026804607,0.004076976,-0.00059994916,-0.0042151147,-0.0039745676,-0.0015422683,0.0015060771,0.0069641448,0.004497947,0.0029921487,-0.0075728414,-0.001934531,0.00019737503,-0.0045362106,0.0027978944,0.0009779736,-0.005118826,-0.004772981,0.0046021314,0.005150099,-0.001304315,-0.0010812203,-0.004081122,-0.004677352,-0.0018171341,0.0051068906,0.0012984239,-0.00014980386,-0.0024689375,-0.0028638085,0.0022270293,-0.0012121348,0.0019864459,-0.0013836665,0.0011789222,-0.0063220314,0.0047811153,0.0024721727,0.001523374,0.0021540457,0.000773974,-0.0011847364,-0.0045185178,-0.0024486133,0.00032147547,0.007081988,3.175034e-06,0.0032092382,-0.0032073464,-0.0031417345,0.0024734328,0.004153228,0.0021624472,-0.0013492047,0.0052755694,-0.0029214115,-0.0035229735,-0.0020175704,-0.0025608926,-0.0017079966,0.0010268237,-0.0037525631,-0.00024351447,0.0076598856,0.0014607444,6.716815e-05,-0.004230376,0.005810644,0.005903726,-0.0040119234,-0.0053668865,-0.004656925,-0.0021200853,0.002091278,-0.0019345231,0.0017312212,0.008609616
Snow Pear 轻乳小吊梨,0.0057519325,0.0033292964,-0.0008117729,-0.00052659196,0.0030838053,-0.004214313,0.003074492,-0.0002484989,0.00097253156,0.0046011643,0.004117053,0.0026679002,-0.004145241,0.0014254684,-0.0026282172,-0.00044348976,-0.005342135,-0.007183851,-0.005793785,-3.7081383e-05,0.0043758587,-0.0011527417,0.006435307,0.003480808,0.00031824037,-0.0021372854,-0.0026590575,-0.004272919,-0.0023541967,-0.0024669205,0.0014163995,-0.0008477143,-0.0008874473,0.0025255764,0.005789148,-0.00058809295,-0.0023576422,-0.0077805375,0.0025924575,-0.004699334,0.0054523856,9.330843e-05,-0.00471548,0.00069290673,0.0018850262,0.0031426146,0.0003074134,0.004420059,0.0039893365,0.0017192218,0.0026203776,0.0009482975,-0.003189503,0.0069107357,-0.00445131,0.0036347006,0.00633709,0.0046042493,-0.00025078407,0.0023263164,0.0057470878,-0.0020157963,-0.00605536,-0.0040701604,0.00011715308,0.0012940312,0.0029369968,-0.0039172177,0.0023932604,-0.0023867877,-2.45887e-05,0.00059861067,0.0006761288,6.4237196e-05,0.0018821312,-0.0010923959,-0.0071344594,-0.0004996892,-0.0033697456,-0.00031924,-0.003844833,0.006682329,-0.0005740518,-0.0038634671,-0.0027913756,0.0044298186,-0.0025023136,-0.0031999692,0.0037377551,0.0011218734,0.0025769481,0.005434547,-0.0054722503,-0.0015189531,0.0016507901,0.005007129,-0.0012690414,0.002569345,-0.004984384,0.001928128
Spicy Bluefin Tuna,0.00044897772,0.0030289702,0.0031197637,0.0035575668,0.008153332,0.004414128,0.00395561,0.0019108345,-0.006016956,-0.00095128437,-0.0046101194,-0.004357788,0.0045832614,0.0030990827,0.003152354,0.00010475136,-0.0064174435,0.0034938378,0.0020859365,0.0014749438,0.0033037423,-0.002596328,0.0027820037,0.00023324159,0.0036651976,-0.00062411214,0.0048878514,-0.00494083,-0.0008442228,-0.00203685,6.1369654e-05,5.693389e-05,-0.0005523826,0.0045530573,0.0029057257,0.002338646,0.0052770027,0.001510933,0.00073911063,-0.004046636,-0.003135776,0.0030520356,-0.001225853,-0.00085911324,-0.0006976854,-0.00020313326,0.0002665588,0.0061947703,0.0027131138,-0.0017581363,0.0010633655,0.00014843962,0.0032395665,-0.002483772,0.0014584623,-0.0041585197,-0.0017441163,-0.0032233426,0.001746894,-0.0028734275,-0.0035591573,0.0008886554,0.0039917068,-0.0034789685,-0.0091457805,-0.0044905604,-0.0018294053,0.005160661,-0.00643154,0.0062944205,-0.00342091,0.0014734395,4.192038e-06,-0.0017433126,-0.0038760456,-0.0018291953,-4.6483357e-05,-0.0023755508,-0.0010538865,0.00020807142,0.0055262335,-0.004959493,-0.0019609078,-0.0018016848,0.0015325773,-0.003029962,0.0031834145,-0.002186405,0.00089557265,0.0048219305,-0.0029869862,0.0030744364,-0.0018521246,0.00521246,0.0032881172,0.0023273674,-0.0012025337,4.8306927e-05,0.0040231743,-0.0024500058
Spicy Crispy Chicken Bento(左宗雞便當),-0.003196321,0.0010161909,0.0024052751,0.001849845,-0.003031733,-0.00092841114,0.0029267964,0.005479538,-0.003934977,-0.0024011696,0.00031640398,-0.0054330803,0.0010895213,-0.00015363125,0.00031084404,-0.0024791216,-0.0005273923,-0.0011862173,-0.0023229523,-0.0013303172,0.0008462899,0.003838668,0.003774785,0.0014200887,0.0007302853,-0.003539566,-0.00022743642,-0.0034191892,-0.0014747056,-0.0021769716,-0.0009452378,-0.002347558,0.0036868379,-0.0019920259,-0.0003661962,0.003927754,0.0025571033,0.0008465511,0.00083342334,-0.0035202384,-0.0007434098,-0.00082439074,0.0002698252,-0.0031122146,-0.0008894883,0.0017007167,-0.0032680624,0.00473911,-0.0001195187,-0.0013587658,-0.0015368235,-0.004175636,-0.00027678424,0.002067779,0.0031590804,-0.0009106477,0.0050155716,-0.000872486,-0.0004533287,-0.0016025935,0.0007016411,0.00050138944,0.0041978164,-0.002228835,-0.0021562525,0.004071168,-8.789925e-05,0.0049070367,-0.007343258,0.0011593144,0.00059471483,0.0022132625,0.0023171543,0.00184277,0.0012863219,0.0009521263,-0.00074834813,-0.0006196499,-0.0038014508,0.0016289055,0.00037664652,-0.0023661735,0.0047722072,0.0004576331,0.0022218793,0.0009082593,0.0008700155,9.664353e-05,0.0008063956,0.0021402002,0.0032335646,-0.00021025892,-0.0006707241,-0.0004215693,0.0053206477,0.00493515,-0.0052753324,-0.0039281095,0.0027304043,-0.0011078063
Spicy Fried Chicken Nuggets (香辣鹽酥雞),-0.0035519279,0.0037502907,0.0023966809,0.0033828276,0.0018928595,-0.0026149792,0.006386361,0.0023457478,-0.0053550764,0.001224202,-0.0009905383,-0.004029979,0.0038774577,0.00014879741,0.0025504183,-0.0031439762,0.001290945,0.0017958438,-0.004938298,-0.0063022203,0.0021840576,0.00042503845,0.0031454167,-0.0031632031,0.0010788708,-0.0021020998,0.001271209,-0.0014745569,-0.002476246,-0.0021876069,-0.00045358093,-0.0023829865,0.00022107964,-0.001363293,0.0001146486,0.0010874193,0.00036534396,0.0005860394,0.0006861843,-0.005366211,-0.003196095,0.00068282767,0.0011209853,-0.0006545391,0.0022220549,0.0009103628,-0.0004656952,0.0019402461,-0.00021822262,0.0024242261,0.0011875124,0.0011639473,0.00018367982,-0.0022459016,0.0015373898,-0.004101661,0.0022302787,0.00022667348,0.0005234213,0.001980061,-0.0029244493,-0.0034008224,0.0025898493,-0.0006054634,-0.001812857,0.003822685,0.002367928,0.0042037973,-0.0015112293,-0.00025455924,-0.0013737719,0.0018731654,0.0009527385,0.0007774435,0.0018219016,0.0024866394,0.0036538083,0.0016777987,-0.002499377,-0.0012069071,-7.494008e-05,0.00015469137,0.0026926456,-0.00013553668,0.002959604,-0.0014712133,0.0044049197,-0.003195857,0.0024549456,0.0042497977,0.00183934,0.0040143766,0.0039151288,-0.0031840894,0.005476494,0.0041762018,-0.00016008652,-0.0007194537,0.0044578733,-0.00158385
